Date,Price,Open,Change_in_percent,pe,pb,div_yield_percent
2020-11-12,12690.80,12702.15,-0.46,34.48,3.59,1.25
2020-11-11,12749.15,12680.60,0.93,34.50,3.61,1.25
2020-11-10,12631.10,12556.40,1.36,34.18,3.58,1.26
2020-11-09,12461.05,12399.40,1.61,33.62,3.53,1.27
2020-11-06,12263.55,12156.65,1.18,33.09,3.47,1.29
2020-11-05,12120.30,12062.40,1.78,32.84,3.43,1.31
2020-11-04,11908.50,11783.35,0.80,32.27,3.37,1.33
2020-11-03,11813.50,11734.45,1.24,31.82,3.34,1.34
2020-11-02,11669.15,11697.35,0.23,31.43,3.30,1.36
2020-10-30,11642.40,11678.45,-0.24,31.90,3.30,1.36
2020-10-29,11670.80,11633.30,-0.50,31.56,3.30,1.36
2020-10-28,11729.60,11922.60,-1.34,33.94,3.32,1.35
2020-10-27,11889.40,11807.10,1.03,34.49,3.37,1.34
2020-10-26,11767.75,11937.40,-1.36,33.95,3.33,1.35
2020-10-23,11930.35,11957.90,0.28,34.37,3.38,1.33
2020-10-22,11896.45,11890.00,-0.35,34.27,3.37,1.33
2020-10-21,11937.65,11958.55,0.34,34.40,3.38,1.33
2020-10-20,11896.80,11861.00,0.20,34.28,3.37,1.33
2020-10-19,11873.05,11879.20,0.94,34.43,3.36,1.34
2020-10-16,11762.45,11727.40,0.70,34.13,3.33,1.35
2020-10-15,11680.35,12023.45,-2.43,34.03,3.31,1.36
2020-10-14,11971.05,11917.40,0.31,34.87,3.39,1.33
2020-10-13,11934.50,11934.65,0.03,34.77,3.38,1.33
2020-10-12,11930.95,11973.55,0.14,34.76,3.38,1.33
2020-10-09,11914.20,11852.05,0.67,34.71,3.37,1.33
2020-10-08,11834.60,11835.40,0.82,34.40,3.35,1.34
2020-10-07,11738.85,11679.25,0.66,34.12,3.32,1.35
2020-10-06,11662.40,11603.45,1.38,33.90,3.30,1.36
2020-10-05,11503.35,11487.80,0.76,33.43,3.26,1.38
2020-10-01,11416.95,11364.45,1.51,33.18,3.23,1.39
2020-09-30,11247.55,11244.45,0.22,32.69,3.19,1.41
2020-09-29,11222.40,11288.60,-0.05,32.62,3.18,1.42
2020-09-28,11227.55,11140.85,1.60,32.63,3.18,1.41
2020-09-25,11050.25,10910.40,2.26,32.12,3.13,1.44
2020-09-24,10805.55,11011.00,-2.93,30.97,3.01,1.51
2020-09-23,11131.85,11258.75,-0.20,31.91,3.10,1.47
2020-09-22,11153.65,11301.75,-0.86,31.97,3.10,1.47
2020-09-21,11250.55,11503.80,-2.21,32.25,3.13,1.45
2020-09-18,11504.95,11584.10,-0.10,32.98,3.20,1.42
2020-09-17,11516.10,11539.40,-0.76,33.01,3.20,1.42
2020-09-16,11604.55,11538.45,0.72,33.26,3.23,1.41
2020-09-15,11521.80,11487.20,0.71,33.03,3.20,1.42
2020-09-14,11440.05,11540.15,-0.21,32.79,3.21,1.47
2020-09-11,11464.45,11447.80,0.13,32.86,3.22,1.46
2020-09-10,11449.25,11363.30,1.52,32.82,3.22,1.46
2020-09-09,11278.00,11218.60,-0.35,32.33,3.17,1.49
2020-09-08,11317.35,11378.55,-0.33,32.44,3.18,1.48
2020-09-07,11355.05,11359.60,0.19,32.55,3.19,1.48
2020-09-04,11333.85,11354.40,-1.68,32.49,3.18,1.48
2020-09-03,11527.45,11566.20,-0.07,33.04,3.24,1.45
2020-09-02,11535.00,11478.55,0.56,32.71,3.24,1.44
2020-09-01,11470.25,11464.30,0.73,32.53,3.22,1.45
2020-08-31,11387.50,11777.55,-2.23,32.29,3.20,1.46
2020-08-28,11647.60,11602.95,0.76,32.92,3.26,1.43
2020-08-27,11559.25,11609.30,0.08,32.67,3.23,1.45
2020-08-26,11549.60,11512.85,0.67,32.64,3.23,1.45
2020-08-25,11472.25,11513.10,0.05,32.43,3.21,1.46
2020-08-24,11466.45,11412.00,0.83,32.41,3.21,1.46
2020-08-21,11371.60,11409.65,0.53,32.08,3.18,1.47
2020-08-20,11312.20,11317.45,-0.84,31.91,3.17,1.49
2020-08-19,11408.40,11452.15,0.20,32.09,3.21,1.44
2020-08-18,11385.35,11259.80,1.23,32.03,3.21,1.45
2020-08-17,11247.10,11248.90,0.61,31.64,3.17,1.46
2020-08-14,11178.40,11353.30,-1.08,31.09,3.15,1.47
2020-08-13,11300.45,11334.85,-0.07,31.42,3.18,1.46
2020-08-12,11308.40,11289.00,-0.12,31.33,3.18,1.46
2020-08-11,11322.50,11322.25,0.46,31.37,3.19,1.46
2020-08-10,11270.15,11270.25,0.50,31.23,3.17,1.46
2020-08-07,11214.05,11186.65,0.12,30.72,3.16,1.47
2020-08-06,11200.15,11185.70,0.89,30.68,3.15,1.47
2020-08-05,11101.65,11155.75,0.06,30.41,3.13,1.48
2020-08-04,11095.25,10946.65,1.87,30.39,3.12,1.49
2020-08-03,10891.60,11057.55,-1.64,29.70,3.07,1.51
2020-07-31,11073.45,11139.50,-0.26,30.20,3.12,1.49
2020-07-30,11102.15,11254.30,-0.90,29.46,3.07,1.56
2020-07-29,11202.85,11276.90,-0.86,29.59,3.10,1.54
2020-07-28,11300.55,11154.10,1.52,29.87,3.14,1.49
2020-07-27,11131.80,11225.00,-0.56,29.18,3.17,1.44
2020-07-24,11194.15,11149.95,-0.19,29.35,3.19,1.43
2020-07-23,11215.45,11135.00,0.74,29.20,3.20,1.43
2020-07-22,11132.60,11231.20,-0.27,28.93,3.17,1.44
2020-07-21,11162.25,11126.10,1.27,29.01,3.18,1.44
2020-07-20,11022.20,10999.45,1.11,28.86,3.14,1.46
2020-07-17,10901.70,10752.00,1.51,28.55,3.11,1.47
2020-07-16,10739.95,10706.20,1.15,28.19,3.06,1.49
2020-07-15,10618.20,10701.00,0.10,27.88,3.03,1.51
2020-07-14,10607.35,10750.85,-1.81,27.85,3.02,1.51
2020-07-13,10802.70,10851.85,0.32,28.36,3.08,1.49
2020-07-10,10768.05,10764.10,-0.42,28.27,3.07,1.49
2020-07-09,10813.45,10755.55,1.01,28.26,3.08,1.48
2020-07-08,10705.75,10818.65,-0.87,27.98,3.05,1.5
2020-07-07,10799.65,10802.85,0.33,28.22,3.08,1.49
2020-07-06,10763.65,10723.85,1.47,28.13,3.07,1.49
2020-07-03,10607.35,10614.95,0.53,27.78,3.03,1.51
2020-07-02,10551.70,10493.05,1.17,27.63,3.01,1.52
2020-07-01,10430.05,10323.80,1.24,26.97,2.98,1.54
2020-06-30,10302.10,10382.60,-0.10,26.32,2.94,1.55
2020-06-29,10312.40,10311.95,-0.68,26.49,2.95,1.55
2020-06-26,10383.00,10378.90,0.91,26.67,2.97,1.54
2020-06-25,10288.90,10235.55,-0.16,25.59,2.93,1.48
2020-06-24,10305.30,10529.25,-1.58,25.63,2.93,1.48
2020-06-23,10471.00,10347.95,1.55,26.05,2.98,1.45
2020-06-22,10311.20,10318.75,0.65,25.66,2.94,1.48
2020-06-19,10244.40,10119.00,1.51,25.49,2.92,1.49
2020-06-18,10091.65,9863.25,2.13,25.11,2.87,1.51
2020-06-17,9881.15,9876.70,-0.33,24.59,2.81,1.54
2020-06-16,9914.00,10014.80,1.02,24.31,2.82,1.54
2020-06-15,9813.70,9919.35,-1.60,23.69,2.79,1.55
2020-06-12,9972.90,9544.95,0.72,24.08,2.84,1.53
2020-06-11,9902.00,10094.10,-2.12,23.90,2.82,1.54
2020-06-10,10116.15,10072.60,0.69,24.41,2.88,1.51
2020-06-09,10046.65,10181.15,-1.19,24.25,2.86,1.52
2020-06-08,10167.45,10326.75,0.25,23.97,2.89,1.5
2020-06-05,10142.15,10093.80,1.13,23.91,2.89,1.5
2020-06-04,10029.10,10054.25,-0.32,23.42,2.85,1.52
2020-06-03,10061.55,10108.30,0.83,23.50,2.86,1.51
2020-06-02,9979.10,9880.85,1.56,23.31,2.84,1.53
2020-06-01,9826.15,9726.85,2.57,22.96,2.80,1.55
2020-05-29,9580.30,9422.20,0.95,22.38,2.73,1.59
2020-05-28,9490.10,9364.95,1.88,22.17,2.70,1.61
2020-05-27,9314.95,9082.20,3.17,21.77,2.65,1.64
2020-05-26,9029.05,9099.75,-0.11,21.10,2.57,1.69
2020-05-22,9039.25,9067.90,-0.74,20.97,2.57,1.69
2020-05-21,9106.25,9079.45,0.44,21.14,2.59,1.67
2020-05-20,9066.55,8889.15,2.11,21.16,2.58,1.68
2020-05-19,8879.10,8961.70,0.63,20.39,2.53,1.72
2020-05-18,8823.25,9158.30,-3.43,20.26,2.51,1.73
2020-05-15,9136.85,9182.40,-0.06,20.98,2.60,1.67
2020-05-14,9142.75,9213.95,-2.57,21.00,2.60,1.67
2020-05-13,9383.55,9584.20,2.03,21.51,2.67,1.62
2020-05-12,9196.55,9168.85,-0.46,21.11,2.62,1.65
2020-05-11,9239.20,9348.15,-0.13,21.21,2.63,1.65
2020-05-08,9251.50,9376.95,0.57,21.28,2.64,1.64
2020-05-07,9199.05,9234.05,-0.78,21.18,2.62,1.65
2020-05-06,9270.90,9226.80,0.71,21.34,2.64,1.64
2020-05-05,9205.60,9429.40,-0.95,21.19,2.62,1.65
2020-05-04,9293.50,9533.50,-5.74,21.39,2.65,1.64
2020-04-30,9859.90,9753.50,3.21,22.35,2.81,1.54
2020-04-29,9553.35,9408.60,1.84,21.65,2.72,1.59
2020-04-28,9380.90,9389.80,1.06,21.00,2.67,1.62
2020-04-27,9282.30,9259.70,1.40,20.77,2.65,1.64
2020-04-24,9154.40,9163.90,-1.71,20.48,2.61,1.66
2020-04-23,9313.90,9232.35,1.38,20.84,2.65,1.63
2020-04-22,9187.30,9026.75,2.29,20.56,2.62,1.66
2020-04-21,8981.45,9016.95,-3.03,20.10,2.56,1.69
2020-04-20,9261.85,9390.20,-0.05,20.75,2.64,1.64
2020-04-17,9266.75,9323.45,3.05,20.85,2.64,1.64
2020-04-16,8992.80,8851.25,0.76,20.25,2.56,1.69
2020-04-15,8925.30,9196.40,-0.76,20.11,2.54,1.7
2020-04-13,8993.85,9103.95,-1.30,20.27,2.56,1.69
2020-04-09,9111.90,8973.05,4.15,20.53,2.60,1.67
2020-04-08,8748.75,8688.90,-0.49,19.72,2.49,1.74
2020-04-07,8792.20,8446.30,8.76,19.81,2.51,1.73
2020-04-03,8083.80,8356.55,-2.06,18.22,2.30,1.88
2020-04-01,8253.80,8584.10,-4.00,18.60,2.35,1.84
2020-03-31,8597.75,8529.35,3.82,19.38,2.45,1.77
2020-03-30,8281.10,8385.95,-4.38,18.66,2.36,1.84
2020-03-27,8660.25,8949.10,0.22,19.52,2.47,1.76
2020-03-26,8641.45,8451.00,3.89,19.47,2.46,1.76
2020-03-25,8317.85,7735.15,6.62,18.74,2.37,1.83
2020-03-24,7801.05,7848.30,2.51,17.58,2.22,1.95
2020-03-23,7610.25,7945.70,-12.98,17.15,2.17,2
2020-03-20,8745.45,8284.45,5.83,19.72,2.49,1.74
2020-03-19,8263.45,8063.30,-2.42,18.63,2.36,1.84
2020-03-18,8468.80,9088.45,-5.56,19.27,2.38,1.8
2020-03-17,8967.05,9285.40,-2.50,20.41,2.52,1.7
2020-03-16,9197.40,9587.80,-7.61,20.93,2.59,1.66
2020-03-13,9955.20,9107.60,3.81,22.66,2.80,1.53
2020-03-12,9590.15,10039.95,-8.30,21.83,2.70,1.59
2020-03-11,10458.40,10334.30,0.07,23.80,2.94,1.46
2020-03-09,10451.45,10742.05,-4.90,23.79,2.94,1.46
2020-03-06,10989.45,10942.65,-2.48,25.01,3.09,1.39
2020-03-05,11269.00,11306.05,0.16,25.65,3.17,1.35
2020-03-04,11251.00,11351.35,-0.46,25.61,3.17,1.35
2020-03-03,11303.30,11217.55,1.53,25.73,3.18,1.35
2020-03-02,11132.75,11387.35,-0.62,25.34,3.13,1.37
2020-02-28,11201.75,11382.00,-3.71,25.49,3.15,1.36
2020-02-27,11633.30,11661.25,-0.39,26.48,3.27,1.31
2020-02-26,11678.50,11738.55,-1.01,26.58,3.29,1.3
2020-02-25,11797.90,11877.50,-0.27,26.85,3.32,1.29
2020-02-24,11829.40,12012.55,-2.08,26.92,3.33,1.29
2020-02-20,12080.85,12119.00,-0.37,27.50,3.40,1.26
2020-02-19,12125.90,12090.60,1.11,27.60,3.41,1.26
2020-02-18,11992.50,12028.25,-0.44,27.29,3.38,1.27
2020-02-17,12045.80,12131.80,-0.56,27.42,3.39,1.27
2020-02-14,12113.45,12190.15,-0.50,27.45,3.41,1.26
2020-02-13,12174.65,12219.55,-0.22,27.59,3.43,1.25
2020-02-12,12201.20,12151.00,0.77,27.65,3.44,1.25
2020-02-11,12107.90,12108.40,0.64,27.21,3.41,1.26
2020-02-10,12031.50,12102.35,-0.55,26.89,3.39,1.27
2020-02-07,12098.35,12151.15,-0.33,27.03,3.41,1.26
2020-02-06,12137.95,12120.00,0.40,27.16,3.42,1.26
2020-02-05,12089.15,12005.85,0.91,27.05,3.40,1.26
2020-02-04,11979.65,11786.25,2.32,26.57,3.37,1.27
2020-02-03,11707.90,11627.45,0.39,25.90,3.30,1.3
2020-02-01,11661.85,11939.00,-2.51,25.75,3.28,1.31
2020-01-31,11962.10,12100.40,-0.61,26.41,3.37,1.27
2020-01-30,12035.80,12147.75,-0.77,26.57,3.39,1.27
2020-01-29,12129.50,12114.90,0.61,26.81,3.42,1.26
2020-01-28,12055.80,12148.10,-0.52,26.65,3.40,1.26
2020-01-27,12119.00,12197.10,-1.06,27.73,3.42,1.25
2020-01-24,12248.25,12174.55,0.56,28.10,3.45,1.24
2020-01-23,12180.35,12123.75,0.61,27.88,3.43,1.25
2020-01-22,12106.90,12218.35,-0.52,27.73,3.42,1.26
2020-01-21,12169.85,12195.30,-0.45,27.84,3.45,1.25
2020-01-20,12224.55,12430.50,-1.03,28.00,3.63,1.25
2020-01-17,12352.35,12328.40,-0.03,28.61,3.67,1.24
2020-01-16,12355.50,12347.10,0.10,28.62,3.68,1.24
2020-01-15,12343.30,12349.40,-0.15,28.63,3.81,1.22
2020-01-14,12362.30,12333.10,0.27,28.67,3.81,1.22
2020-01-13,12329.55,12296.70,0.59,28.67,3.80,1.22
2020-01-10,12256.80,12271.00,0.33,28.51,3.78,1.23
2020-01-09,12215.90,12153.15,1.58,28.41,3.77,1.23
2020-01-08,12025.35,11939.10,-0.23,27.97,3.71,1.25
2020-01-07,12052.95,12079.10,0.50,28.03,3.72,1.25
2020-01-06,11993.05,12170.60,-1.91,27.89,3.70,1.26
2020-01-03,12226.65,12261.10,-0.45,28.44,3.77,1.23
2020-01-02,12282.20,12198.55,0.82,28.56,3.79,1.23
2020-01-01,12182.50,12202.15,0.12,28.33,3.76,1.24
2019-12-31,12168.45,12247.10,-0.71,28.30,3.75,1.24
2019-12-30,12255.85,12274.90,0.08,28.50,3.78,1.23
2019-12-27,12245.80,12172.90,0.98,28.48,3.78,1.23
2019-12-26,12126.55,12211.85,-0.72,28.26,3.74,1.23
2019-12-24,12214.55,12269.25,-0.39,28.47,3.77,1.22
2019-12-23,12262.75,12235.45,-0.07,28.58,3.79,1.22
2019-12-20,12271.80,12266.45,0.10,28.60,3.79,1.22
2019-12-19,12259.70,12223.40,0.31,28.57,3.79,1.22
2019-12-18,12221.65,12197.00,0.47,28.48,3.77,1.22
2019-12-17,12165.00,12082.45,0.92,28.35,3.76,1.23
2019-12-16,12053.95,12131.35,-0.27,28.09,3.72,1.24
2019-12-13,12086.70,12026.40,0.96,28.17,3.73,1.24
2019-12-12,11971.80,11944.30,0.52,27.90,3.70,1.25
2019-12-11,11910.15,11867.35,0.45,27.76,3.68,1.25
2019-12-10,11856.80,11950.50,-0.68,27.63,3.66,1.26
2019-12-09,11937.50,11939.10,0.13,27.82,3.69,1.25
2019-12-06,11921.50,12047.35,-0.81,27.78,3.68,1.25
2019-12-05,12018.40,12071.25,-0.21,28.01,3.71,1.24
2019-12-04,12043.20,11969.95,0.41,28.07,3.72,1.24
2019-12-03,11994.20,12067.65,-0.45,27.95,3.70,1.25
2019-12-02,12048.20,12137.05,-0.07,28.08,3.72,1.24
2019-11-29,12056.05,12146.20,-0.78,28.10,3.72,1.24
2019-11-28,12151.15,12132.10,0.42,28.32,3.75,1.23
2019-11-27,12100.70,12068.50,0.52,28.20,3.74,1.23
2019-11-26,12037.70,12110.20,-0.30,28.05,3.72,1.24
2019-11-25,12073.75,11922.45,1.34,28.14,3.73,1.24
2019-11-22,11914.40,11967.30,-0.45,27.77,3.68,1.25
2019-11-21,11968.40,12025.65,-0.26,27.89,3.70,1.25
2019-11-20,11999.10,12004.75,0.49,27.23,3.71,1.24
2019-11-19,11940.10,11919.45,0.47,27.31,3.69,1.25
2019-11-18,11884.50,11915.15,-0.09,27.29,3.67,1.26
2019-11-15,11895.45,11904.20,0.20,27.32,3.67,1.26
2019-11-14,11872.10,11858.75,0.27,27.38,3.67,1.26
2019-11-13,11840.45,11908.30,-0.61,27.31,3.66,1.26
2019-11-11,11913.45,11879.20,0.04,27.52,3.68,1.25
2019-11-08,11908.15,11987.15,-0.86,27.51,3.68,1.25
2019-11-07,12012.05,12021.10,0.38,27.75,3.71,1.24
2019-11-06,11966.05,11911.50,0.41,27.71,3.70,1.25
2019-11-05,11917.20,11974.60,-0.20,27.59,3.68,1.25
2019-11-04,11941.30,11928.90,0.43,27.59,3.69,1.25
2019-11-01,11890.60,11886.60,0.11,27.47,3.67,1.26
2019-10-31,11877.45,11890.45,0.28,27.38,3.67,1.26
2019-10-30,11844.10,11883.90,0.49,27.30,3.66,1.26
2019-10-29,11786.85,11643.95,1.37,27.17,3.64,1.27
2019-10-27,11627.15,11662.25,0.37,26.80,3.59,1.29
2019-10-25,11583.90,11646.15,0.01,26.70,3.58,1.29
2019-10-24,11582.60,11661.65,-0.19,26.70,3.58,1.29
2019-10-23,11604.10,11596.20,0.14,26.75,3.58,1.29
2019-10-22,11588.35,11657.15,-0.63,26.71,3.58,1.29
2019-10-18,11661.85,11580.30,0.65,26.94,3.60,1.28
2019-10-17,11586.35,11466.30,1.07,26.76,3.58,1.29
2019-10-16,11464.00,11464.95,0.31,26.48,3.54,1.3
2019-10-15,11428.30,11360.85,0.77,26.40,3.53,1.31
2019-10-14,11341.15,11335.90,0.32,26.20,3.50,1.32
2019-10-11,11305.05,11257.70,0.63,26.11,3.49,1.32
2019-10-10,11234.55,11280.50,-0.70,25.95,3.47,1.33
2019-10-09,11313.30,11152.95,1.68,26.13,3.49,1.32
2019-10-07,11126.40,11196.20,-0.43,25.64,3.43,1.35
2019-10-04,11174.75,11388.45,-1.23,25.75,3.44,1.34
2019-10-03,11314.00,11322.25,-0.40,26.07,3.48,1.32
2019-10-01,11359.90,11515.40,-1.00,26.17,3.50,1.32
2019-09-30,11474.45,11491.15,-0.33,26.44,3.53,1.31
2019-09-27,11512.40,11556.35,-0.51,26.52,3.55,1.3
2019-09-26,11571.20,11469.85,1.15,26.22,3.51,1.33
2019-09-25,11440.20,11564.85,-1.28,25.92,3.47,1.34
2019-09-24,11588.20,11590.70,-0.10,28.49,3.52,1.32
2019-09-23,11600.20,11542.70,2.89,28.52,3.52,1.32
2019-09-20,11274.20,10746.80,5.32,27.72,3.42,1.36
2019-09-19,10704.80,10845.20,-1.25,26.32,3.25,1.43
2019-09-18,10840.65,10872.80,0.21,26.66,3.29,1.42
2019-09-17,10817.60,11000.10,-1.69,26.60,3.29,1.42
2019-09-16,11003.50,10994.85,-0.65,27.06,3.34,1.39
2019-09-13,11075.90,10986.80,0.85,27.23,3.36,1.39
2019-09-12,10982.80,11058.30,-0.48,27.00,3.34,1.4
2019-09-11,11035.70,11028.50,0.30,27.13,3.35,1.39
2019-09-09,11003.05,10936.70,0.52,27.05,3.34,1.39
2019-09-06,10946.20,10883.80,0.91,26.91,3.32,1.4
2019-09-05,10847.90,10860.95,0.03,26.67,3.29,1.41
2019-09-04,10844.65,10790.40,0.43,26.61,3.29,1.42
2019-09-03,10797.90,10960.95,-2.04,26.54,3.28,1.42
2019-08-30,11023.25,10987.80,0.68,27.27,3.35,1.39
2019-08-29,10948.30,10996.05,-0.89,27.09,3.40,1.35
2019-08-28,11046.10,11101.30,-0.53,27.33,3.43,1.34
2019-08-27,11105.35,11106.55,0.43,27.47,3.45,1.33
2019-08-26,11057.85,11000.30,2.11,27.36,3.43,1.34
2019-08-23,10829.35,10699.60,0.82,26.79,3.36,1.36
2019-08-22,10741.35,10905.30,-1.62,26.57,3.34,1.38
2019-08-21,10918.70,11018.15,-0.89,27.01,3.39,1.35
2019-08-20,11017.00,11063.90,-0.33,27.26,3.42,1.34
2019-08-19,11053.90,11094.80,0.06,27.35,3.43,1.34
2019-08-16,11047.80,11043.65,0.17,27.33,3.43,1.34
2019-08-14,11029.40,11003.25,0.95,27.24,3.43,1.34
2019-08-13,10925.85,11139.40,-1.65,27.03,3.39,1.35
2019-08-09,11109.65,11087.90,0.70,27.41,3.45,1.33
2019-08-08,11032.45,10899.20,1.63,27.20,3.43,1.34
2019-08-07,10855.50,10958.10,-0.85,26.74,3.37,1.36
2019-08-06,10948.25,10815.40,0.79,26.97,3.40,1.35
2019-08-05,10862.60,10895.80,-1.23,26.76,3.37,1.36
2019-08-02,10997.35,10930.30,0.16,27.09,3.42,1.34
2019-08-01,10980.00,11060.20,-1.24,27.05,3.41,1.35
2019-07-31,11118.00,11034.05,0.29,27.42,3.45,1.33
2019-07-30,11085.40,11213.70,-0.93,27.34,3.47,1.34
2019-07-29,11189.20,11307.50,-0.84,27.60,3.50,1.33
2019-07-26,11284.30,11247.45,0.29,27.73,3.53,1.32
2019-07-25,11252.15,11290.40,-0.17,27.57,3.52,1.32
2019-07-24,11271.30,11322.45,-0.53,27.62,3.53,1.32
2019-07-23,11331.05,11372.25,-0.13,27.77,3.55,1.31
2019-07-22,11346.20,11392.85,-0.64,27.81,3.55,1.31
2019-07-19,11419.25,11627.95,-1.53,27.92,3.57,1.31
2019-07-18,11596.90,11675.60,-0.78,28.35,3.62,1.29
2019-07-17,11687.50,11670.75,0.21,28.58,3.65,1.28
2019-07-16,11662.60,11596.65,0.64,28.51,3.64,1.28
2019-07-15,11588.35,11614.75,0.31,28.33,3.62,1.29
2019-07-12,11552.50,11601.15,-0.26,28.33,3.61,1.29
2019-07-11,11582.90,11561.45,0.73,28.40,3.64,1.26
2019-07-10,11498.90,11536.15,-0.49,28.20,3.62,1.27
2019-07-09,11555.90,11531.60,-0.02,28.41,3.64,1.27
2019-07-08,11558.60,11770.40,-2.14,28.42,3.64,1.27
2019-07-05,11811.15,11964.75,-1.14,29.04,3.72,1.24
2019-07-04,11946.75,11928.80,0.25,29.37,3.76,1.23
2019-07-03,11916.75,11932.15,0.05,29.30,3.75,1.23
2019-07-02,11910.30,11890.30,0.38,29.28,3.75,1.23
2019-07-01,11865.60,11839.90,0.65,29.17,3.73,1.23
2019-06-28,11788.85,11861.15,-0.45,28.98,3.71,1.24
2019-06-27,11841.55,11860.85,-0.05,29.07,3.78,1.23
2019-06-26,11847.55,11768.15,0.43,29.09,3.78,1.23
2019-06-25,11796.45,11681.00,0.83,29.17,3.77,1.24
2019-06-24,11699.65,11725.80,-0.21,28.93,3.74,1.25
2019-06-21,11724.10,11827.60,-0.91,28.99,3.74,1.24
2019-06-20,11831.75,11653.65,1.20,29.26,3.78,1.23
2019-06-19,11691.45,11744.45,0.00,28.91,3.73,1.25
2019-06-18,11691.50,11677.05,0.17,28.91,3.73,1.25
2019-06-17,11672.15,11844.00,-1.28,28.87,3.73,1.25
2019-06-14,11823.30,11910.10,-0.76,29.24,3.77,1.23
2019-06-13,11914.05,11873.90,0.07,29.46,3.81,1.22
2019-06-12,11906.20,11962.45,-0.50,29.45,3.81,1.22
2019-06-11,11965.60,11959.85,0.36,29.59,3.82,1.22
2019-06-10,11922.70,11934.90,0.44,29.49,3.81,1.22
2019-06-07,11870.65,11865.20,0.23,29.36,3.79,1.23
2019-06-06,11843.75,12039.80,-1.48,29.29,3.79,1.23
2019-06-04,12021.65,12052.65,-0.55,29.73,3.84,1.21
2019-06-03,12088.55,11953.75,1.39,29.90,3.86,1.2
2019-05-31,11922.80,11999.80,-0.19,29.49,3.81,1.22
2019-05-30,11945.90,11865.30,0.71,29.65,3.82,1.22
2019-05-29,11861.10,11905.80,-0.57,29.44,3.79,1.23
2019-05-28,11928.75,11958.35,0.03,29.69,3.81,1.22
2019-05-27,11924.75,11855.50,0.68,29.68,3.81,1.22
2019-05-24,11844.10,11748.00,1.60,29.44,3.79,1.11
2019-05-23,11657.05,11901.30,-0.69,29.02,3.73,1.13
2019-05-22,11737.90,11727.95,0.25,29.22,3.75,1.12
2019-05-21,11709.10,11863.65,-1.01,29.18,3.74,1.12
2019-05-20,11828.25,11651.90,3.69,29.48,3.78,1.11
2019-05-17,11407.15,11261.90,1.33,28.44,3.65,1.15
2019-05-16,11257.10,11180.35,0.90,28.07,3.60,1.17
2019-05-15,11157.00,11271.70,-0.58,27.82,3.57,1.18
2019-05-14,11222.05,11151.65,0.66,27.98,3.59,1.17
2019-05-13,11148.20,11258.70,-1.16,27.80,3.56,1.18
2019-05-10,11278.90,11314.15,-0.20,28.14,3.61,1.17
2019-05-09,11301.80,11322.40,-0.51,28.24,3.61,1.16
2019-05-08,11359.45,11478.70,-1.20,28.38,3.63,1.16
2019-05-07,11497.90,11651.50,-0.87,28.73,3.68,1.14
2019-05-06,11598.25,11605.80,-0.97,28.95,3.71,1.13
2019-05-03,11712.25,11722.60,-0.11,29.24,3.74,1.12
2019-05-02,11724.75,11725.55,-0.20,29.27,3.75,1.12
2019-04-30,11748.15,11748.75,-0.06,29.33,3.76,1.12
2019-04-26,11754.65,11683.75,0.97,29.34,3.76,1.12
2019-04-25,11641.80,11735.70,-0.72,29.06,3.72,1.13
2019-04-24,11726.15,11601.50,1.30,29.27,3.75,1.12
2019-04-23,11575.95,11612.95,-0.16,28.94,3.70,1.14
2019-04-22,11594.45,11727.05,-1.35,28.94,3.70,1.14
2019-04-18,11752.80,11856.15,-0.29,29.33,3.75,1.12
2019-04-16,11787.15,11736.20,0.83,29.42,3.76,1.12
2019-04-15,11690.35,11667.00,0.40,29.18,3.73,1.13
2019-04-12,11643.45,11612.85,0.40,29.06,3.72,1.13
2019-04-11,11596.70,11592.55,0.11,28.94,3.70,1.14
2019-04-10,11584.30,11646.85,-0.75,28.91,3.70,1.14
2019-04-09,11671.95,11612.05,0.58,29.13,3.72,1.13
2019-04-08,11604.50,11704.35,-0.53,28.96,3.70,1.14
2019-04-05,11665.95,11638.40,0.59,29.12,3.72,1.13
2019-04-04,11598.00,11660.20,-0.39,28.95,3.70,1.14
2019-04-03,11643.95,11735.30,-0.59,29.06,3.72,1.13
2019-04-02,11713.20,11711.55,0.38,29.24,3.74,1.12
2019-04-01,11669.15,11665.20,0.39,29.13,3.72,1.13
2019-03-29,11623.90,11625.45,0.47,29.01,3.71,1.13
2019-03-28,11570.00,11463.65,1.09,28.36,3.65,1.17
2019-03-27,11445.05,11531.45,-0.33,28.05,3.61,1.18
2019-03-26,11483.25,11375.20,1.14,28.15,3.62,1.18
2019-03-25,11354.25,11395.65,-0.90,27.83,3.58,1.19
2019-03-22,11456.90,11549.20,-0.56,28.08,3.62,1.18
2019-03-20,11521.05,11553.35,-0.10,28.24,3.64,1.17
2019-03-19,11532.40,11500.30,0.61,28.27,3.64,1.17
2019-03-18,11462.20,11473.85,0.31,28.10,3.62,1.18
2019-03-15,11426.85,11376.85,0.74,28.01,3.61,1.18
2019-03-14,11343.25,11382.50,0.01,27.81,3.58,1.19
2019-03-13,11341.70,11326.20,0.36,27.80,3.58,1.19
2019-03-12,11301.20,11231.35,1.19,27.70,3.57,1.19
2019-03-11,11168.05,11068.75,1.20,27.38,3.52,1.21
2019-03-08,11035.40,11038.85,-0.21,27.05,3.48,1.22
